FID,id,set_code,date_time_utc,timestamp_gps_utc,geom,longitude,latitude,ship_course_over_ground_deg,ship_heading_gps_deg,ship_heading_gyro_deg,ship_log_knot,ship_spd_over_ground_knot,pitch_ten_sec_max_deg,pitch_ten_sec_min_deg,roll_ten_sec_max_deg,roll_ten_sec_min_deg,accum_precipitation_owi_mm,ambient_light_owi_candlesperm2,atm_press_hpa,bphase_optode_nounit,chlorophyll_ugperl,conductivity_tsg_mspercm,dew_point_degc,dphase_optode_nounit,flow_rate_tsg_lpermin,fluorescence_nounit,fluoromtr_flow_rate_lpermin,oxy_concen_corr_mmol,oxy_concen_uncorr_mmol,precipitation_rate_owi_mmperh,rad_biometric_medperhr,rad_infrrd_port_wperm2,rad_infrrd_strbrd_wperm2,rad_lcr_port_mmolepersperm2,rad_lcr_strbrd_mmolepersperm2,rad_lcr_wperm2,rad_par_port_wperme,rad_par_strbrd_wperme,rad_slr_port_wperm2,rad_slr_strbrd_wperm2,rad_uv_wperm2,rain_accum_foremst_mm,rel_humidity_port_percent,rel_humidity_strbrd_percent,salinity_optode_psu,salinity_other_psu,salinity_tsg_psu,temp_air_degc,temp_air_port_degc,temp_air_strbrd_degc,temp_biometer_degc,temp_infrrd_snsor_port_degc,temp_infrrd_snsor_strbrd_degc,temp_sea_wtr_degc,temp_sea_wtr_high_res_degc,temp_tsg_degc,visibility_owi_km,wnd_dir_port_corr_deg,wnd_dir_port_uncorr_deg,wnd_dir_strbrd_corr_deg,wnd_dir_strbrd_uncorr_deg,wnd_spd_port_corr_knot,wnd_spd_port_uncorr_knot,wnd_spd_strbrd_corr_knot,wnd_spd_strbrd_uncorr_knot,wthr_indictr_code_owi_nounit,wtr_depth_biometr_m,wtr_depth_m,wtr_temp_optode_degc
underway_1200.33910044,33910044,201011040,2011-03-18T08:00:00,20110318080000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,212.5,79.486,79.33776855,,0,1.04,0,0.59,0,0,80,1015.9,,,39.38702357,,35.52,8.583,3.0668,4.19,203.77342528,248.43,0,-8,353.1716,354.0918,,,,37.55754,39.98765,16.52529,19.29478,0,13.7087,70.7,69.3,29.62764669,,29.56838603,,14.1,14,-30,14.3141,14.3002,16.8184,,17.90994893,1.62,147,68,158,78.7,13,13,11.5,11.5,30,,0,17.97
underway_1200.33910164,33910164,201011040,2011-03-18T08:20:00,20110318082000,MULTIPOINT ((-42.8826 147.3404)),147.3404,-42.8826,177.1,79.74,79.51904297,,0,0.93,0,0.62,-0.12,0,0,1016.13,,,40.00844262,,35.43,8.581,3.157,4.184,204.53085566,250.02,0,-8,350.5706,352.3066,,,,12.73139,12.91923,3.672592,5.262214,0,13.72219,72.8,71.9,30.09220891,,30.08488014,,13.6,13.6,-30,13.8297,13.7671,16.7973,,17.91435289,1.87,143,63.8,155,75.4,12,12,10.6,10.6,30,,0,17.96
underway_1200.33910284,33910284,201011040,2011-03-18T08:40:00,20110318084000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,170.4,79.747,79.39819336,,0,1.02,0,0,-0.89,0,0,1016.37,,,40.21522872,,35.32,8.582,3.28,4.188,206.04310748,252.31,0,-8,347.0283,348.4303,,,,2.546279,3.076114,0,-1.754071,0,13.72893,73.2,72.1,30.28303376,,30.27386025,,13.6,13.7,-30,13.5438,13.645,16.7923,,17.89306455,3.34,141,62.3,155,75.9,9.4,9.4,8.7,8.7,20,,0,17.94
underway_1200.33910404,33910404,201011040,2011-03-18T09:00:00,20110318090000,MULTIPOINT ((-42.8826 147.3404)),147.3404,-42.8826,170.4,79.26,79.1015625,,0,0.6,0,0,-0.67,0,0,1016.57,,,40.28087668,,35.16,8.583,2.9192,4.187,208.43049555,255.34,0,-8,350.1344,351.6325,,,,1.909709,2.461105,0,-1.754071,0,13.73568,73.8,72.5,30.34038483,,30.33817671,,13.4,13.4,-30,13.3708,13.4396,16.81,,17.88058218,4.72,153,73.6,168,89,8.7,8.7,8.1,8.1,20,,0,17.93
underway_1200.33910524,33910524,201011040,2011-03-18T09:20:00,20110318092000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,170.4,79.596,79.46411133,,0,0.98,0,0.19,-0.63,0,0,1016.77,,,40.3574665,,35.09,8.565,2.9028,4.185,209.53407385,256.78,0,-8,353.2402,353.648,,,,1.909709,1.845825,-1.836342,-1.754071,0,13.73568,74.2,71.5,30.41411623,,30.41337338,,13.3,13.1,-30,13.1977,13.2127,16.7784,,17.86589421,4.29,167,87.1,180,100.3,7.2,7.2,8,8,20,,0,17.91
underway_1200.33910644,33910644,201011040,2011-03-18T09:40:00,20110318094000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,169.6,79.241,79.07409668,,0,1.08,0,0,-0.61,0,0,1016.99,,,40.5347162,,35.09,8.574,2.952,4.184,209.38526888,256.83,0,-8,355.8363,354.9374,,,,1.909709,2.461155,-1.836346,-1.754071,0,13.73905,73.5,71.9,30.57285803,,30.56991901,,13.4,13,-30,13.1178,13.0509,16.7621,,17.8556108,3.9,183,103.7,191,111.3,7.5,7.5,7.8,7.8,10,,0,17.9
underway_1200.33910764,33910764,201011040,2011-03-18T10:00:00,20110318100000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,169.6,79.004,78.78845215,,0,1.07,0,0,-0.46,0,0,1017.42,,,40.46906543,,35.06,,2.8618,4.188,209.78917393,257.33,0,-8,363.0282,361.2426,,,,1.909709,2.461159,-1.836356,-1.754071,0,13.73568,74.3,71.9,30.50123603,,30.49830183,,13.4,13,-30,13.1444,13.024,16.7595,,17.87764483,5.17,194,115,195,116.6,4.3,4.3,5.7,5.7,0,,0,17.92
underway_1200.33910884,33910884,201011040,2011-03-18T10:20:00,20110318102000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,305.2,79.548,79.33227539,,0,0.79,0,0,-0.6,0,0,1017.72,,,40.23602013,,35.11,8.592,3.2472,4.181,209.45386457,256.46,0,-8,359.7233,360.097,,,,1.909709,2.153514,0,-1.754071,0,13.73568,72.5,71.8,30.31055747,,30.31090205,,13.1,13,-30,13.0911,13.0107,16.7838,,17.86662868,6.93,150,70.4,156,76.5,4,4,3.7,3.7,0,,0,17.9
underway_1200.33911004,33911004,201011040,2011-03-18T10:40:00,20110318104000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,291.5,79.725,79.3927002,,0,1.09,0,0.31,-0.46,0,0,1017.9,,,40.23492382,,35.26,8.569,2.9684,4.179,207.13008972,253.58,0,-8,360.1644,360.6038,,,,1.909709,2.153514,0,-1.754071,0,13.74579,72.9,72.6,30.3057102,,30.29745144,,13,12.9,-30,12.9844,12.9036,16.7886,,17.8835194,6.83,138,58.7,138,58.8,1.2,1.2,1.3,1.3,0,,0,17.91
underway_1200.33911124,33911124,201011040,2011-03-18T11:00:00,20110318110000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,302.3,79.453,79.28833008,,0,1.03,0,0.15,-0.61,0,0,1017.95,,,40.22508169,,35.56,8.561,2.7716,4.179,202.90208045,248.52,0,-8,364.1222,362.6112,,,,1.909709,2.461159,0,-1.754071,0,13.74916,72.3,71.3,30.31920014,,30.31644485,,13.3,12.9,-30,12.9711,12.8769,16.7384,,17.84679526,6.79,220,140.6,218,138.8,1,1,1.7,1.7,0,,0,17.88
underway_1200.33911244,33911244,201011040,2011-03-18T11:20:00,20110318112000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,284.3,79.686,79.60144043,,0,1.01,0,0,-0.64,0,0,1018.02,,,40.32792712,,35.58,8.581,2.5912,4.18,202.49571526,248.17,0,-8,362.5329,360.462,,,,1.909709,2.461159,0,-1.754071,0,13.74916,72,72.2,30.40283614,,30.39841816,,13.4,12.8,-30,13.0511,12.8769,16.7468,,17.85267241,7.1,219,139.7,216,136.4,2.9,2.9,7,7,0,,0,17.88
underway_1200.33911364,33911364,201011040,2011-03-18T11:40:00,20110318114000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,284.3,79.661,79.47509766,,0,1.1,0,0,-1.04,0,0,1018.16,,,40.96471958,,35.54,8.586,3.8786,4.183,202.41907715,248.84,0,-8,361.1205,360.3912,,,,1.909709,2.461159,0,-1.754071,0,13.74579,72.5,72.9,30.93874025,,30.93265735,,13.5,12.7,-30,13.1644,12.8635,16.7468,,17.85414162,7.1,215,135.6,210,130.1,3.2,3.2,5.9,5.9,0,,0,17.87
underway_1200.33911484,33911484,201011040,2011-03-18T12:00:00,20110318120000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,284.3,79.48,79.29931641,,0,0.85,0,0,-0.49,0,0,1018.3,,,41.11134218,,35.33,8.573,2.7634,4.179,205.39851635,252.82,0,-8,361.1917,360.1073,,,,1.909709,2.153514,0,-1.754071,0,13.75253,72.7,72.2,31.06913517,,31.06729142,,13.5,12.6,-30,13.1777,12.8099,16.7499,,17.83944813,7.1,219,139.9,203,123.6,4.2,4.2,6.5,6.5,0,,0,17.86
underway_1200.33911604,33911604,201011040,2011-03-18T12:20:00,20110318122000,MULTIPOINT ((-42.8825 147.3405)),147.3405,-42.8825,199.3,79.679,79.55200195,,0,1.11,0,0,-0.96,0,0,1018.39,,,41.38270357,,35.32,8.58,2.3862,,205.16807932,253.06,0,-8,358.7878,358.891,,,,1.909709,2.461159,0,-1.754071,0,13.74579,72.2,72.8,31.2883552,,31.28927786,,13.2,12.6,-30,13.1044,12.7831,16.7609,,17.84826459,7.1,190,110.6,192,112.1,5,5,6.3,6.3,0,,0,17.87
underway_1200.33911724,33911724,201011040,2011-03-18T12:40:00,20110318124000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,199.3,79.795,79.81018066,,0,1.16,0,0.01,-0.54,0,0,1018.39,,,41.34659102,,35.35,,2.296,4.176,204.64812072,252.26,0,-8,358.2925,358.6074,,,,1.909709,1.845869,0,-1.754071,0,13.73905,73.2,72.9,31.236583,,31.23914676,,13.2,12.6,-30,13.0111,12.7296,16.7542,,17.87397297,7.1,181,101.8,194,114.7,8.1,8.1,7.8,7.8,0,,0,17.89
underway_1200.33911844,33911844,201011040,2011-03-18T13:00:00,20110318130000,MULTIPOINT ((-42.8826 147.3404)),147.3404,-42.8826,199.3,79.797,79.72229004,,0,0.77,0,0,-0.65,0,0,1018.58,,,41.17480484,,35.44,8.575,2.0254,4.177,203.71310512,250.85,0,-8,361.9679,360.544,,,,1.909709,2.153514,0,-1.754071,0,13.75253,72.6,72.6,31.11519888,,31.11740461,,13.1,12.7,-30,12.9444,12.6894,16.7385,,17.8438565,7.1,222,142.6,223,143.3,1.1,1.1,1.6,1.6,0,,0,17.86
underway_1200.33911964,33911964,201011040,2011-03-18T13:20:00,20110318132000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,199.3,79.788,79.72229004,,0,0.97,0,0.14,-0.92,0,0,1018.56,,,40.85529766,,35.57,8.597,2.091,4.178,201.9978646,248.21,0,-8,361.2598,360.473,,,,1.909709,1.845869,0,-1.754071,0,13.75928,72.1,71.8,30.82002243,,30.8134067,,12.9,12.7,-30,12.8109,12.6759,16.7243,,17.89012772,7.1,222,141.8,217,136.9,0.9,0.9,2.9,2.9,0,,0,17.89
underway_1200.33912084,33912084,201011040,2011-03-18T13:40:00,20110318134000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,153.8,80.067,80.12329102,,0,0.89,0,0,-0.82,0,0,1018.57,,,41.12337848,,35.35,8.554,2.0418,4.176,205.15795148,252.56,0,-8,363.2743,359.4338,,,,1.909709,2.461159,0,-1.754071,0,13.74242,70.5,70.3,31.08279919,,31.07855159,,13.3,12.7,-30,12.8109,12.6826,16.7377,,17.83797861,7.1,210,129.9,214,133.5,1.8,1.8,2.8,2.8,0,,0,17.85
underway_1200.33912204,33912204,201011040,2011-03-18T14:00:00,20110318140000,MULTIPOINT ((-42.8826 147.3404)),147.3404,-42.8826,165.1,79.932,79.88708496,,0,0.86,0,0.03,-0.64,0,0,1018.6,,,41.08398813,,35.38,8.58,1.9024,,204.83822527,252.12,0,-8,361.8964,362.1858,,,,1.909709,2.461159,0,-1.754071,0,13.75253,69.7,69.6,31.04723775,,31.04815964,,13.4,12.8,-30,12.9311,12.7965,16.7155,,17.83430468,7.1,209,129.6,203,123.1,2.1,2.1,4.7,4.7,0,,0,17.84
underway_1200.33912324,33912324,201011040,2011-03-18T14:20:00,20110318142000,MULTIPOINT ((-42.8826 147.3404)),147.3404,-42.8826,327.4,79.631,79.65087891,,0,0.73,0,0,-1.03,0,0,1018.7,,,40.99864851,,35.09,8.562,1.9926,4.172,209.59255454,257.87,0,-8,362.0384,360.8984,,,,1.909709,2.153514,0,-1.754071,0,13.74916,70.2,71,31.01576213,,31.01481048,,13,12.7,-30,12.9578,12.7564,16.6589,,17.78358487,7.1,194,114.3,198,118.6,1.9,1.9,2,2,0,,0,17.79
underway_1200.33912444,33912444,201011040,2011-03-18T14:40:00,20110318144000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,166,79.604,79.7442627,,0,1.29,0,0,-0.36,0,0,1018.65,,,40.93300347,,35.09,8.553,1.7958,4.169,209.92885096,258.43,0,-8,363.911,362.3629,,,,1.909709,2.153514,0,-1.754071,0,13.74916,72.6,72.9,30.99299659,,30.99131752,,13.3,13,-30,12.9311,12.83,16.6338,,17.7416583,7.1,172,91.9,183,103.6,0.9,0.9,2.3,2.3,0,,0,17.75
underway_1200.33912564,33912564,201011040,2011-03-18T15:00:00,20110318150000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,154.2,79.417,79.38171387,,0,1,0,0,-0.66,0,0,1018.6,,,40.93300288,,35.06,8.554,1.9434,4.17,210.39151691,258.8,0,-8,364.1944,362.3984,,,,1.909709,2.461159,0,-1.754071,0,13.74916,72.9,72.7,30.9877643,,30.98795997,,13.3,12.8,-30,12.9844,12.8367,16.6555,,17.7460728,6.6,190,110,189,109,2.9,2.9,4.6,4.6,0,,0,17.75
underway_1200.33912684,33912684,201011040,2011-03-18T15:20:00,20110318152000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,333.2,79.9,79.83764648,,0,1.17,0,0,-0.61,0,0,1018.62,,,40.9537925,,35.1,8.552,1.804,4.178,209.68332063,258.18,0,-8,366.3148,363.3666,,,,1.909709,2.461159,0,-1.754071,0,13.74916,72.2,71.2,31.00570089,,31.00718427,,13.2,12.7,-30,13.0044,12.8166,16.6329,,17.74386558,6.54,181,100.7,187,107.6,2.4,2.4,3,3,0,,0,17.76
underway_1200.33912804,33912804,201011040,2011-03-18T15:40:00,20110318154000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,333.2,79.857,79.82666016,,0,0.95,0,0,-0.7,0,0,1018.72,,,40.9045541,,35.17,8.585,1.8286,4.167,208.69046663,256.85,0,-8,364.053,363.9095,,,,1.909709,2.461159,0,-1.754071,0,13.74579,72.7,74.2,30.96043032,,30.96227672,,13.2,12.7,-30,12.9578,12.7162,16.6267,,17.74827994,6.56,179,99.2,185,104.8,0.7,0.7,2,2,0,,0,17.76
underway_1200.33912924,33912924,201011040,2011-03-18T16:00:00,20110318160000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,333.2,79.716,79.7442627,,0,0.79,0,0,-0.71,0,0,1018.64,,,40.93081424,,35.24,8.602,1.7302,4.173,207.67278017,255.59,0,-8,365.2187,362.339,,,,1.909709,2.461159,0,-1.754071,0,13.74579,75.3,75.6,30.99017052,,30.98443488,,13.3,12.6,-30,12.7976,12.6224,16.6403,,17.74827994,6.66,243,163.4,240,160,4.4,4.4,4.4,4.4,0,,0,17.75
underway_1200.33913044,33913044,201011040,2011-03-18T16:20:00,20110318162000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,333.2,79.7,79.72229004,,0,0.91,0,0,-0.39,0,0,1018.57,,,40.92643617,,35.21,,1.763,4.17,208.07148457,256.01,0,-8,363.1716,362.4222,,,,1.909709,2.461159,0,-1.754071,0,13.73905,73.2,76.5,30.9729129,,30.9729129,,13.5,12.3,-30,13.1711,12.4346,16.6303,,17.75857905,6.98,243,163.3,240,160.7,4.7,4.7,4.7,4.7,0,,0,17.76
underway_1200.33913164,33913164,201011040,2011-03-18T16:40:00,20110318164000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,328.6,79.809,79.68383789,,0,0.96,0,0,-0.69,0,0,1018.5,,,41.02600806,,35.18,8.575,1.5252,4.17,208.46551732,256.64,0,-8,363.0294,361.75,,,,1.909709,2.153514,0,-1.754071,0,13.76265,73,76.4,31.06682333,,31.06646059,,13.6,12.2,-30,13.1444,12.3071,16.6815,,17.7460728,5.84,242,162.2,237,157.2,3.5,3.5,3.9,3.9,0,,0,17.75
underway_1200.33913284,33913284,201011040,2011-03-18T17:00:00,20110318170000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,145.6,79.676,79.56298828,,0,0.95,0,0.2,-0.61,0,0,1018.39,,,41.11682581,,35.14,8.554,1.4186,4.172,209.03470152,257.54,0,-8,362.4641,360.3572,,,,1.909704,2.153514,0,-1.754071,0,13.74916,74,77.1,31.14406646,,31.14426721,,13.2,12.2,-30,13.0379,12.2466,16.6648,,17.74460133,6.1,230,150.2,226,145.9,1.9,1.9,4.9,4.9,0,,0,17.74
underway_1200.33913404,33913404,201011040,2011-03-18T17:20:00,20110318172000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,153.2,79.305,79.33227539,,0,0.92,0,0.19,-0.57,0,0,1018.49,,,41.09165913,,35.18,8.653,1.394,4.167,208.39491951,256.81,0,-8,362.026,360.2512,,,,1.909691,2.461159,0,-1.754071,0,13.74916,73.6,76.8,31.11690869,,31.12132846,,13.6,12.2,-30,13.145,12.2265,16.692,,17.74680852,6.27,240,160.5,238,158.5,4.1,4.1,5.3,5.3,0,,0,17.75
underway_1200.33913524,33913524,201011040,2011-03-18T17:40:00,20110318174000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,162.5,79.841,79.73876953,,0,1.04,0,0.15,-0.58,0,0,1018.49,,,41.02382244,,35.48,8.564,1.2382,,204.20974029,251.5,0,-8,363.4564,361.0076,,,,1.9097,2.461159,0,-1.754071,0,13.75253,72.9,76.7,31.0803281,,31.0803281,,13.4,12.1,-30,13.2246,12.166,16.6464,,17.72546943,5.9,230,149.9,226,146.5,1.7,1.7,4.5,4.5,0,,5531.79,17.72
underway_1200.33913644,33913644,201011040,2011-03-18T18:00:00,20110318180000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,313.5,79.808,79.90356445,,0,0.98,0,0,-0.78,0,0,1018.53,,,41.07524807,,35.33,8.55,1.1726,4.167,206.30431411,254.06,0,-8,363.4929,360.4986,,,,1.909696,2.461159,0,-1.754071,0,13.74916,71.7,73.2,31.11553596,,31.11758429,,13.5,12.2,-30,13.2315,12.2735,16.6491,,17.73356433,5.87,233,153.5,235,154.6,3.5,3.5,5.7,5.7,0,,0,17.73
underway_1200.33913764,33913764,201011040,2011-03-18T18:20:00,20110318182000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,338,79.532,79.89257812,,0,1.06,0,0,-0.68,0,0,1018.63,,,41.08400128,,35.34,8.619,1.1398,4.166,206.21683759,253.91,0,-8,361.7645,359.6009,,,,1.909683,2.153514,0,-1.754071,0,13.74242,69.2,70.6,31.12533982,,31.12329122,,13.3,12.2,-30,13.2852,12.3071,16.6711,,17.73577187,6.41,231,151.7,229,149.2,2.1,2.1,4,4,0,,0,17.72
underway_1200.33913884,33913884,201011040,2011-03-18T18:40:00,20110318184000,MULTIPOINT ((-42.8826 147.3405)),147.3405,-42.8826,338,79.517,79.49707031,,0,1.11,0,0,-0.72,0,0,1018.7,,,41.07634255,,35.32,8.578,1.2956,4.166,206.51656416,254.47,0,-8,360.6643,359.707,,,,1.909696,1.845869,0,-1.754071,0,13.7559,69.4,70.6,31.12373024,,31.12019496,,13.2,12.2,-30,13.0782,12.3272,16.6441,,17.73135672,6.17,257,177.5,251,171.2,4.3,4.3,4.1,4.1,0,,5567.08,17.72
