FID,id,set_code,date_time_utc,timestamp_gps_utc,geom,longitude,latitude,ship_course_over_ground_deg,ship_heading_gps_deg,ship_heading_gyro_deg,ship_log_knot,ship_spd_over_ground_knot,pitch_ten_sec_max_deg,pitch_ten_sec_min_deg,roll_ten_sec_max_deg,roll_ten_sec_min_deg,accum_precipitation_owi_mm,ambient_light_owi_candlesperm2,atm_press_hpa,bphase_optode_nounit,chlorophyll_ugperl,conductivity_tsg_mspercm,dew_point_degc,dphase_optode_nounit,flow_rate_tsg_lpermin,fluorescence_nounit,fluoromtr_flow_rate_lpermin,oxy_concen_corr_mmol,oxy_concen_uncorr_mmol,precipitation_rate_owi_mmperh,rad_biometric_medperhr,rad_infrrd_port_wperm2,rad_infrrd_strbrd_wperm2,rad_lcr_port_mmolepersperm2,rad_lcr_strbrd_mmolepersperm2,rad_lcr_wperm2,rad_par_port_wperme,rad_par_strbrd_wperme,rad_slr_port_wperm2,rad_slr_strbrd_wperm2,rad_uv_wperm2,rain_accum_foremst_mm,rel_humidity_port_percent,rel_humidity_strbrd_percent,salinity_optode_psu,salinity_other_psu,salinity_tsg_psu,temp_air_degc,temp_air_port_degc,temp_air_strbrd_degc,temp_biometer_degc,temp_infrrd_snsor_port_degc,temp_infrrd_snsor_strbrd_degc,temp_sea_wtr_degc,temp_sea_wtr_high_res_degc,temp_tsg_degc,visibility_owi_km,wnd_dir_port_corr_deg,wnd_dir_port_uncorr_deg,wnd_dir_strbrd_corr_deg,wnd_dir_strbrd_uncorr_deg,wnd_spd_port_corr_knot,wnd_spd_port_uncorr_knot,wnd_spd_strbrd_corr_knot,wnd_spd_strbrd_uncorr_knot,wthr_indictr_code_owi_nounit,wtr_depth_biometr_m,wtr_depth_m,wtr_temp_optode_degc
underway_1200.41553548,41553548,201718030,2018-01-16T03:20:05,43116.138935,MULTIPOINT ((-43.324001 147.464935)),147.464935,-43.324001,201.100006,184.100006,0,,7.6,1.01795,-0.98755,0.84174,-0.6529,,,1022.891147,31.471175,0.636774,44.638,,35.240002,13.843328,168.82487,4.875681,249.534264,266.13824,,,390.035839,395.106573,,,,1857.120964,1895.075269,1071.170787,1007.85437,,47.976294,62.291245,62.953615,34.976237,,34.976002,,14,14,,17.269932,17.585644,16.832461,,16.766001,,90.736705,336.770214,89.432627,330.165512,5.291223,8.243263,6.260816,8.512855,,,,16.691176
underway_1200.41553668,41553668,201718030,2018-01-16T03:40:05,43116.15283,MULTIPOINT ((-43.369435 147.443954)),147.443954,-43.369435,200.403698,199.551851,0,,11.244456,0.70714,-0.58013,2.83451,-0.97283,,,1022.405822,31.559999,0.813,44.602449,,35.330002,13.803842,192,4.853962,248.244121,264.885365,,,396.065857,392.997162,,,,1793.257702,1844.078199,1025.574539,966.753309,,47.985101,61.261717,62.868368,34.993,,34.993,,14.1,14,,17.769527,17.21875,16.197523,,16.710896,,126.186671,340.768185,118.249526,332.574489,4.850095,12.912571,6.518857,13.250095,,,,16.638975
underway_1200.41553788,41553788,201718030,2018-01-16T04:00:05,43116.166717,MULTIPOINT ((-43.43455 147.412098)),147.412098,-43.43455,199.380841,199.632932,0,,13,0.878908,-0.858739,0.494062,-1.032696,,,1022.351948,31.719999,0.695394,44.537554,,35.509128,13.818635,176.519171,4.876407,245.538653,261.995214,,,390.808731,395.917061,,,,1735.876794,1777.428237,991.025708,920.230347,,47.984426,63.700001,63.656125,34.977175,,34.976111,,13.8,13.978062,,16.901712,17.579703,16.196831,,16.665001,,116.159632,348.447568,106.94789,338.989568,2.510422,13.6,4.673615,13.768404,,,,16.6
underway_1200.41553908,41553908,201718030,2018-01-16T04:20:05,43116.180612,MULTIPOINT ((-43.503133 147.378645)),147.378645,-43.503133,198.631774,199.015885,0,,13.068232,0,0,0,0,,,1022.460022,31.75,0.684,44.640087,,35.53072,13.844489,175,4.88318,244.306934,260.767827,,,390.231213,398.918591,,,,1672.251855,1710.713916,952.619653,889.960449,,47.997792,63.261598,63.656059,35.006073,,35.005088,,14,14.1,,16.741247,17.633447,16.24,,16.735001,,101.389644,339.438746,100.033786,332.025238,4.718693,13.271171,6.454278,13.603378,,,,16.67
underway_1200.41554028,41554028,201718030,2018-01-16T04:40:05,43116.194491,MULTIPOINT ((-43.569413 147.345736)),147.345736,-43.569413,200.800003,199.100006,0,,13.4,0,0,0,0,,,1021.992515,31.57,0.853462,45.016823,,35.34,13.792331,197.307772,4.87,245.030952,261.589435,,,392.06334,392.424115,,,,1639.69833,1601.445679,901.936758,856.268591,,48.03788,61.599998,63.941526,35.164113,,35.160821,,14.6,14,,16.925007,16.427561,16.217645,,16.934457,,98.328167,330.096896,98.328167,324.934363,7.5969,13.364083,8.962534,13.8969,,,,16.950561
underway_1200.41554148,41554148,201718030,2018-01-16T05:00:05,43116.208393,MULTIPOINT ((-43.606236 147.266926)),147.266926,-43.606236,242.876997,243.600006,0,,12.4885,0,0,0,0,,,1022.078333,31.7204,0.719671,44.531383,,35.510399,13.801499,179.689441,4.875203,245.525398,261.88681,,,397.704248,392.54235,,,,1492.081604,1543.573227,878.261633,844.074067,,48.03722,61.546939,64.736277,34.929882,,34.918516,,14.9,14.3,,17.743448,16.366335,16.464827,,16.724688,,107.662921,321.530891,111.662921,317.997743,8.366292,9.567134,8.966292,10.067134,,,,16.6096
underway_1200.41554268,41554268,201718030,2018-01-16T05:20:05,43116.222278,MULTIPOINT ((-43.637979 147.180508)),147.180508,-43.637979,243.237358,243.514786,0,,13.2,0,0,0,0,,,1021.907109,31.77,0.635323,44.881948,,35.560001,13.828522,168.617617,4.871985,242.175822,258.23999,,,399.499652,393.626434,,,,1401.995911,1474.214429,812.67265,803.597449,,48.05952,61.248886,64.545413,34.967098,,34.966542,,15,14.2,,17.746178,16.436628,16.365117,,17.021948,,129.30117,327.666034,130.961404,323.322398,7.29421,11.730117,8.29614,12.19614,,,,16.879999
underway_1200.41554388,41554388,201718030,2018-01-16T05:40:05,43116.236163,MULTIPOINT ((-43.669168 147.092958)),147.092958,-43.669168,244.054356,243.604903,0,,12.795095,0,0,0,0,,,1021.74456,31.540088,1.018605,45.005536,,35.300086,13.77,219.075648,4.871577,245.680384,262.148432,,,400.989929,390.614197,,,,1290.678565,1381.446753,749.187636,748.334839,,48.064869,61.157179,64.709907,35.068974,,35.071324,,15.1,14.3,,17.801453,16.089702,16.404306,,17.025212,,117.730327,329.192131,121.384262,323.653713,6.007639,10.89618,7.042246,11.29618,,,,16.959999
underway_1200.41554508,41554508,201718030,2018-01-16T06:00:05,43116.250051,MULTIPOINT ((-43.699156 147.007728)),147.007728,-43.699156,243.918882,243.418882,0,,12.37972,0,0,0,0,,,1021.826957,31.299999,0.825346,45.171903,,35.049932,13.771216,193.610363,4.87,248.647407,264.799921,,,399.19158,392.956018,,,,1203.099402,1258.14939,684.1255,680.910425,,48.063609,62.447915,64.759811,34.915001,,34.917762,,14.7,14.4,,17.287585,16.514344,17.0136,,17.369142,,146.406378,335.161174,144.703189,328.457985,5.942927,12.889044,7.548406,13.318725,,,,17.180067
underway_1200.41554628,41554628,201718030,2018-01-16T06:20:05,43116.263945,MULTIPOINT ((-43.727602 146.920094)),146.920094,-43.727602,247.226202,243.987699,0,,12.6123,0,0,0,0,,,1021.688561,31.459999,0.74514,45.420902,,35.220001,13.779816,183.018672,4.89,244.335007,260.690002,,,398.414619,395.937842,,,,1099.11326,1121.25437,618.711748,614.815137,,48.051369,62.299999,64.143806,35.181,,35.180073,,14.7,14.318731,,17.012156,16.744069,16.859551,,17.316293,,137.143843,336.335721,137.786536,329.442919,5.335731,12.242923,6.935731,12.642923,,,,17.27
underway_1200.41554748,41554748,201718030,2018-01-16T06:40:05,43116.277825,MULTIPOINT ((-43.757671 146.833377)),146.833377,-43.757671,243.466466,244.206711,0,,13.07988,0,0,0,0,,,1021.564401,31.389999,0.83961,45.313999,,35.139999,13.79967,195.451245,4.87,246.306,262.752361,,,399.853912,394.732829,,,,1005.063846,1002.109234,549.264261,561.584545,,48.053494,62.061375,66.232851,35.116001,,35.116931,,15.1,14.4,,17.169235,16.276591,16.744303,,17.28207,,126.727291,323.263608,129.727291,319.627253,7.763656,11.554552,8.627291,12.090917,,,,17.209999
underway_1200.41554868,41554868,201718030,2018-01-16T07:00:05,43116.291718,MULTIPOINT ((-43.788776 146.747311)),146.747311,-43.788776,244.975321,245.196606,0,,12.365434,0,0,0,0,,,1021.567378,31.389999,0.912,45.207534,,35.149454,13.771619,205,4.87,247.095819,263.602742,,,400.851822,391.388996,,,,936.233203,866.298197,495.951349,486.744164,,48.082378,63.5678,66.900002,35.116001,,35.114136,,15,14.382106,,17.195677,15.711637,16.783601,,17.178398,,138.739222,325.410878,139.739222,321.263036,7.478233,13.226078,8.615195,13.763039,,,,17.119454
underway_1200.41554988,41554988,201718030,2018-01-16T07:20:05,43116.305611,MULTIPOINT ((-43.820989 146.663248)),146.663248,-43.820989,241.536003,243.5,0,,12.5584,0,0,0,0,,,1021.676436,31.259293,0.850324,44.96019,,35,13.726347,196.868394,4.861172,251.78893,268.921427,,,397.526465,390.659015,,,,738.861139,809.387488,426.501807,429.094452,,48.084036,64.258366,66.294347,35.153,,35.152063,,14.5,14.3,,16.484037,15.691888,16.326147,,16.888125,,164.50195,337.050313,158.376462,329.862732,4.875033,13.962484,6.637516,14.424968,,,,16.870001
underway_1200.41555108,41555108,201718030,2018-01-16T07:40:05,43116.319491,MULTIPOINT ((-43.851745 146.579131)),146.579131,-43.851745,241.5,245,0,,12.2,0,0,0,0,,,1021.639945,31.26,0.825653,45.095001,,35,13.781724,193.687047,4.85,250.675995,267.524313,,,394.200897,391.659534,,,,603.080933,647.855029,356.706085,370.78009,,48.072091,65.083526,67.10356,35.118,,35.116593,,14.4,14.11726,,15.874713,15.646982,16.61658,,17.063409,,159.854458,335.912674,155.236305,329.241791,5.729108,13.890923,7.329108,14.290924,,,,17
underway_1200.41555228,41555228,201718030,2018-01-16T08:00:05,43116.333394,MULTIPOINT ((-43.881023 146.494299)),146.494299,-43.881023,243.997596,245.223922,0,,12.6,0,0,0,0,,,1021.88743,31.200001,1.000853,45.158416,,34.939999,13.872129,216.693264,4.851101,251.437149,268.173032,,,391.644141,390.951165,,,,518.086169,525.277563,304.44537,299.337563,,48.061588,65.671105,67.016581,35.098,,35.096585,,14.2,14.1,,15.398977,15.500715,16.758242,,17.150302,,182.205421,345.97569,165.714871,336.298111,3.750945,14.383648,5.934593,14.644864,,,,17.050994
underway_1200.41555348,41555348,201718030,2018-01-16T08:20:05,43116.347269,MULTIPOINT ((-43.910828 146.408984)),146.408984,-43.910828,246.300003,247.399994,0,,13,0,0,0,0,,,1021.804848,31.24,1.09521,44.960423,,34.98,13.852545,229.151295,4.91,252.343427,269.306472,,,390.16463,389.69198,,,,392.271954,375.022852,202.379007,225.844543,,48.061859,65.48414,67.164142,35.098,,35.095628,,14.2,14.1,,15.026938,15.13588,16.869292,,16.952793,,184.213643,345.25046,168.034107,336.032505,3.506821,14.696589,5.585457,15.057271,,,,16.861176
underway_1200.41555468,41555468,201718030,2018-01-16T08:40:05,43116.361159,MULTIPOINT ((-43.939192 146.322053)),146.322053,-43.939192,244.883318,246.758342,0,,12.383317,0,0,0,0,,,1021.8727,31.27,0.935,45.101198,,35.009998,13.86,208,4.907946,250.833909,268.086057,,,388.865845,388.55224,,,,283.84658,293.688214,163.621389,190.800122,,48.046072,67.731223,68.566871,35.282001,,35.275814,,14.1,14,,14.73405,14.877581,16.197625,,16.888338,,177.009598,337.261959,166.004799,329.640674,5.50024,14.980624,7.180384,15.30048,,,,16.928663
underway_1200.41555588,41555588,201718030,2018-01-16T09:00:05,43116.375052,MULTIPOINT ((-43.965715 146.23318)),146.23318,-43.965715,244.543712,244.126052,0,,12.304192,0,0,0,0,,,1022.117427,31.43,1.182584,43.494213,,35.189999,13.846684,240.573057,4.91,260.063995,278.058511,,,386.652628,386.923578,,,,135.972351,136.970224,0,66.74353,,48.036948,68.68178,69.170105,34.859001,,34.869516,,13.8,13.8,,14.083139,14.251776,14.743454,,15.732264,,182.276172,348.985351,166.652735,338.70711,4.065273,15.362344,6.484102,15.602929,,,,15.65
underway_1200.41555708,41555708,201718030,2018-01-16T09:20:05,43116.388946,MULTIPOINT ((-43.996439 146.14509)),146.14509,-43.996439,239.542657,240.987812,0,,12.212188,0,0,0,0,,,1021.837564,31.43,1.172139,43.403912,,35.189999,13.821214,239.267358,4.89,261.178986,279.443455,,,384.934239,385.059271,,,,69.177621,68.849066,33.320637,37.080685,,48.033733,69.819748,70.11513,34.919998,,34.911751,,13.7,13.7,,13.603644,13.708419,14.68,,15.593129,,155.1824,352.19475,145.2376,341.082612,1.55884,12.72956,3.95304,12.82956,,,,15.52
underway_1200.41555828,41555828,201718030,2018-01-16T09:40:05,43116.402831,MULTIPOINT ((-44.029806 146.059594)),146.059594,-44.029806,242.495094,242.761162,0,,12.966967,0,0,0,0,,,1021.939071,31.508202,1.020421,43.270341,,35.268202,13.785869,219.302591,4.893471,260.907418,279.327195,,,383.675993,383.552108,,,,38.602163,39.096351,19.290894,20.225683,,48.051411,71.800003,71.400002,34.911999,,34.908141,,13.5,13.5,,13.34456,13.392404,14.728792,,15.461681,,281.0845,2.28338,180.9183,349.34168,1.68338,13.26676,2.2,13.20845,,,,15.381798
underway_1200.41555948,41555948,201718030,2018-01-16T10:00:05,43116.416728,MULTIPOINT ((-44.062204 145.973844)),145.973844,-44.062204,238.830972,242.828872,0,,12.6,0,0,0,0,,,1022.149648,31.370001,1.241503,43.623001,,35.119999,13.864559,248.357513,4.917971,261.083008,279.552185,,,382.029487,381.848267,,,,5.64015,7.186925,0,1.685546,,48.054798,70.818229,71.144836,35.023998,,35.021064,,13.5,13.5,,13.021182,13.054317,15.017199,,15.691424,,181.460486,207.266703,140.305525,348.584729,0.511809,12.454171,2.103467,12.51181,,,,15.64
underway_1200.41556068,41556068,201718030,2018-01-16T10:20:05,43116.430613,MULTIPOINT ((-44.092448 145.885381)),145.885381,-44.092448,248.785489,246.2029,0,,12.702903,0,0,0,0,,,1022.411346,31.26,1.453167,43.995028,,35,13.825153,276.166667,4.904497,260.396592,278.790009,,,381.317627,381.166455,,,,0.313342,0.718723,0,0,,48.051411,73,73.386113,35.097,,35.104282,,13.3,13.3,,12.887404,12.904912,15.213795,,15.973261,,233.1408,357.014788,186.4152,344.34295,2.9704,15.2,4.6852,15.25704,,,,15.937894
underway_1200.41556188,41556188,201718030,2018-01-16T10:40:05,43116.444498,MULTIPOINT ((-44.120653 145.795186)),145.795186,-44.120653,244.264436,245.899994,0,,12.571129,0,0,0,0,,,1022.337764,31.370001,1.414,43.54446,,35.119999,13.89,271,4.93,262.131989,280.830962,,,380.569397,380.462006,,,,0,0,0,0,,48.058182,73.421699,73.711908,35.070999,,35.071974,,13.2,13.2,,12.827242,12.847562,15.039657,,15.554973,,178.621176,353.98339,156.916917,342.752826,1.543521,13.787042,4.056479,13.843521,,,,15.52
underway_1200.41556308,41556308,201718030,2018-01-16T11:00:05,43116.458395,MULTIPOINT ((-44.149808 145.70654)),145.70654,-44.149808,246.324803,244.300003,0,,12.5323,0,0,0,0,,,1022.367809,31.110001,1.757523,43.954399,,34.83233,13.805697,316.203109,4.915511,264.358888,283.066707,,,379.96701,379.886932,,,,0,0,0,0,,48.051411,73.5,74.400002,35.108002,,35.110933,,13.2,13.2,,12.700098,12.738784,15.187458,,15.924977,,266.588441,1.352925,166,346.552932,1.2,14.032346,3.232347,13.988231,,,,15.842329
underway_1200.41556428,41556428,201718030,2018-01-16T11:20:05,43116.47228,MULTIPOINT ((-44.181281 145.620935)),145.620935,-44.181281,242.899994,244.5,0,,12.4,0,0,0,0,,,1022.306467,31.219999,1.559884,43.473425,,34.959999,13.809943,290.235477,4.922044,265.800995,284.5849,,,379.399048,379.284115,,,,0.313342,0,0,0,,48.051411,74.277177,74.5,35.015999,,35.015016,,13,13,,12.539375,12.591672,15.03053,,15.546915,,307.552945,7.491761,226.941106,355.225881,2.934117,14.276472,1.4,14.176472,,,,15.47
underway_1200.41556548,41556548,201718030,2018-01-16T11:40:05,43116.486165,MULTIPOINT ((-44.214224 145.535819)),145.535819,-44.214224,241.674675,243.100006,0,,12.601201,0,0,0,0,,,1021.671637,31.280001,1.533347,43.706004,,35.029999,13.895581,286.712953,4.923443,262.457001,280.977626,,,378.724884,378.659698,,,,0.000031,0,0,0,,48.051411,73.921641,74.400002,35.073002,,35.073998,,12.9,12.9,,12.425428,12.473658,15.183738,,15.716006,,313.734453,9.890622,263.812438,357.745312,3.581244,13.490622,1.426555,13.390622,,,,15.68
underway_1200.41556668,41556668,201718030,2018-01-16T12:00:05,43116.500054,MULTIPOINT ((-44.247498 145.449329)),145.449329,-44.247498,243.43393,245,0,,13.3,0,0,0,0,,,1021.347784,31.23,1.603788,43.651021,,34.962539,13.89,296.038342,4.925988,263.862,282.604611,,,378.317932,378.252441,,,,0,0,0,0,,48.051411,73.576297,74.11027,35.075001,,35.075989,,12.8,12.8,,12.348474,12.403399,15.099438,,15.658538,,344.242482,10.275752,85.949246,193.559996,2.370207,12.445958,0.308083,12.3,,,,15.64
underway_1200.41556788,41556788,201718030,2018-01-16T12:20:05,43116.513947,MULTIPOINT ((-44.277259 145.36047)),145.36047,-44.277259,247.188586,246.398092,0,,12.798098,0,0,0,0,,,1021.253952,31.26,1.594211,43.516024,,35,13.848346,294.776398,4.92,264.367433,283.170013,,,377.830536,377.967651,,,,0.313382,0,0,0,,48.037659,73.578353,74.087643,35.070999,,35.072491,,12.8,12.8,,12.310102,12.376613,15.019054,,15.525533,,345.449049,11.920661,198.054855,167.670815,3.1,13.006887,0.586226,12.853443,,,,15.522692
underway_1200.41556908,41556908,201718030,2018-01-16T12:40:05,43116.527832,MULTIPOINT ((-44.307058 145.271198)),145.271198,-44.307058,244.74634,245.638536,0,,12.530731,0,0,0,0,,,1021.140015,31.17,1.681202,43.603507,,34.91,13.866837,306.243776,4.921908,265.523987,284.351454,,,378.00473,378.143692,,,,0.313385,0,0,0,,48.027729,73.795989,74.019581,35.054001,,35.055496,,12.8,12.8,,12.356559,12.430143,14.967674,,15.633013,,326.535061,21.512224,314.186356,11.76573,5.734871,14.046494,3.629059,13.6994,,,,15.6
underway_1200.41557028,41557028,201718030,2018-01-16T13:00:05,43116.541729,MULTIPOINT ((-44.336553 145.183056)),145.183056,-44.336553,246.649747,246.487693,0,,12.674375,0,0,0,0,,,1021.090369,31.309999,2.409,42.751493,,35.057006,13.871589,402,4.921364,269.213989,288.520967,,,378.739016,378.602264,,,,0.000031,0,0,0,,48.02773,72.900002,73.400002,34.881001,,34.881506,,12.7,12.7,,12.469081,12.523814,14.367847,,14.963483,,336.227432,22.590902,333.318404,15.215885,5.804549,13.690903,4.052274,13.290903,,,,14.95
underway_1200.41557148,41557148,201718030,2018-01-16T13:20:05,43116.555614,MULTIPOINT ((-44.365856 145.094295)),145.094295,-44.365856,243.002903,245.694603,0,,12.294606,0,0,0,0,,,1020.407778,31.4,1.839119,43.707995,,35.156851,13.881982,327.015544,4.92,260.38062,278.897791,,,378.28186,378.038087,,,,0.313391,0,0,0,,48.033459,73.279854,73.691468,35.091999,,35.090492,,12.8,12.8,,12.368845,12.430143,15.157052,,15.700503,,333.248,21.32144,322.9792,12.316,5.0416,13.57184,2.97984,13.22016,,,,15.63685
underway_1200.41557268,41557268,201718030,2018-01-16T13:40:05,43116.569496,MULTIPOINT ((-44.395466 145.006115)),145.006115,-44.395466,244.271199,245.454397,0,,12.6096,0,0,0,0,,,1020.38173,31.440001,1.657,43.79049,,35.196698,13.860087,303,4.910554,259.256012,277.783024,,,378.205719,378.036423,,,,0.313395,0,0,0,,48.02433,72.895542,73.318848,35.146,,35.14651,,12.7,12.7,,12.421625,12.443534,15.08,,15.720469,,315.021489,24.482809,307,17.776362,8.191405,16.697851,6.44033,16.197851,,,,15.66
