ascat_1,ascat_2,ascat_3,date,nic_1,nic_2,nic_3,oscat_1,oscat_2,oscat_3,qscat_1,qscat_2,qscat_3,size_1,size_2
0,0,0,2001131,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001134,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001135,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001136,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001137,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001138,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001139,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001140,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001141,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001142,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001143,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001144,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001145,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001146,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001147,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001148,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001149,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001150,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001151,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001152,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001153,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001154,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001155,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001156,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001157,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001158,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001159,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001160,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001161,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001162,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001163,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001164,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001165,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001166,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001167,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001168,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001169,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001170,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001171,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001172,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001173,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001174,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001175,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001176,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001177,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001178,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001179,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001180,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001181,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001182,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001183,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001184,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001185,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001186,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001187,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001190,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001191,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001192,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001193,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001194,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001195,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001196,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001197,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001198,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001199,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001200,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001201,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001202,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001203,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001204,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001205,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001206,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001207,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001208,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001209,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001210,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001211,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001212,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001213,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001214,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001215,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001216,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001217,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001218,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001219,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001220,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001221,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001222,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001223,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001224,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001225,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001226,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001227,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001228,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001229,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001230,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001231,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001232,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001233,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001234,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001235,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001236,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001237,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001238,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001239,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001240,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001241,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001242,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001243,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001244,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001245,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001246,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001247,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001248,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001249,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001250,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001251,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001252,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001253,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001254,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001255,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001256,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
0,0,0,2001257,0,0,0,0,0,0,-67.9685,147.3554,1,0,0
